SampleID,CGG,MuseumID,Box,occurrenceID,GBIF URL,3D model MorphoSource URL,StudyPhase,Sequenced,species_identifiable_genetically,Collagen extracted,Taxon_morphology,Taxon_genetic,Taxon_assigned,Taxon_assigned_common,Taxon_plots,Taxon_plots_common,name of site or location where sample originated,Site_short,stratigraphic context,site location,site latitude,site longitube,latest chronometric age,latest chronometric age reference system,earliest chronometric age,earliest chronometric age reference system,chronometric age protocol,chronometric age remarks,geological epoch,MIS,sample description,material_group,material_type,subsample target for dna,subsample target for collagen,site references,state_province_region,country,museum_institution,sampling permit,sampling permit issuing authority,sahra caseid,export permit,export permit issuing authority,project acronym,project title,msca grant no.,call reference,notes
RxA032,CGG_1_025852,1 18 A 33572,113,SAMC:Archaeology:1-18-A-33572:CGG_1_025852,https://www.gbif.org/occurrence/4947704589,https://www.morphosource.org/concern/biological_specimens/000813413,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1 18,South Africa: Eastern Cape Province,-34.108103,24.390139,90000,BP,110000,BP,associated absolute dating,"AAR of layer and relation to layer underneath. lower bound is AAR estimate of published Layer 37 which is excavated Layer 18. Upper bound is the lower bound of Layer 19/38 underneath., LBS RBS, Middle Stone Age I. (Grine et al 2017; Bada & Deems 1975)",,MIS 5,Tooth | Molar | Lower left Lm2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA033,CGG_1_025853,1A 10B C1 432522,113,SAMC:Archaeology:1A-10B-C1-432522:CGG_1_025853,https://www.gbif.org/occurrence/4947704525,https://www.morphosource.org/concern/biological_specimens/000813414,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1A 10B,South Africa: Eastern Cape Province,-34.108103,24.390139,38900,BP,70900,BP,associated absolute dating,"LU ESR and U-series of Layer 1A 14 representing Howieson's Poort Member at KRM. Estimates are of Layer 14 Cave 1A. None available for L10, and L9 ages overlap with 14, so 10 is somewhere in-between and all form part of the ""Upper"" member. Lower bound is LU ESR estimate, upper bound is U-series estimate, Upper, Howieson's Poort . (Grine et al 2017; Grün et al 1990; Vogel 2001)",,MIS 3/4,Tooth | Molar | Partial lower right Rm3,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA034,CGG_1_025854,1A 9c D2 41471,113,SAMC:Archaeology:1A-9c-D2-41471:CGG_1_025854,https://www.gbif.org/occurrence/4947704505,https://www.morphosource.org/concern/biological_specimens/000813415,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1A 9c,South Africa: Eastern Cape Province,-34.108103,24.390139,40400,BP,60200,BP,associated absolute dating,"OSL and SG-OSL of layer. lower bound is OSL estimate and upper bound is SG-OSL estimate of Layer 9 Cave 1A, Upper, Post-HP Middle Stone Age III. (Grine et al 2017; Feathers 2002; Jacobs et al 2008)",,MIS 3/4,Tooth | Molar | Lower left Lm2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA035,CGG_1_025855,1 19 K-L 27647,113,SAMC:Archaeology:1-19-K-L-27647:CGG_1_025855,https://www.gbif.org/occurrence/4947704308,https://www.morphosource.org/concern/biological_specimens/000813416,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1 19,South Africa: Eastern Cape Province,-34.108103,24.390139,110000,BP,130000,BP,associated absolute dating,"AAR and delta-18O shell of layer. lower bound is AAR estimate of published Layer 38 which is equivalent to excavated Layer 19. Upper bound is that of MIS5e., LBS, Middle Stone Age I.. (Grine et al 2017; Bada & Deems 1975; Shackleton 1982)",,MIS 5,Tooth | Premolars | Partial left maxilla with LdP2-dP4,Tooth,Premolars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA036,CGG_1_025856,1 19 H 27270,113,SAMC:Archaeology:1-19-H-27270:CGG_1_025856,https://www.gbif.org/occurrence/4947704302,https://www.morphosource.org/concern/biological_specimens/000813417,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1 19,South Africa: Eastern Cape Province,-34.108103,24.390139,110000,BP,130000,BP,associated absolute dating,"AAR and delta-18O shell of layer. lower bound is AAR estimate of published Layer 38 which is equivalent to excavated Layer 19. Upper bound is that of MIS5e., LBS, Middle Stone Age I.. (Grine et al 2017; Bada & Deems 1975; Shackleton 1982)",,MIS 5,Tooth | Premolars | Partial right maxilla with RdP3-dP4,Tooth,Premolars,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA037,CGG_1_025857,1A 10a B2 41882,113,SAMC:Archaeology:1A-10a-B2-41882:CGG_1_025857,https://www.gbif.org/occurrence/4947704553,https://www.morphosource.org/concern/biological_specimens/000813418,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1A 10a,South Africa: Eastern Cape Province,-34.108103,24.390139,38900,BP,70900,BP,associated absolute dating,"LU ESR and U-series of Layer 1A 14 representing Howieson's Poort Member at KRM. Estimates are of Layer 14 Cave 1A. None available for L10, and L9 ages overlap with 14, so 10 is somewhere in-between and all form part of the ""Upper"" member. Lower bound is LU ESR estimate, upper bound is U-series estimate, Upper, Howieson's Poort . (Grine et al 2017; Grün et al 1990; Vogel 2001)",,MIS 3/4,Tooth | Molar | Partial lower right Rm2,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,Previously analyzed by SB
RxA038,CGG_1_025858,1 18 A 23373,113,SAMC:Archaeology:1-18-A-23373:CGG_1_025858,https://www.gbif.org/occurrence/4947704494,https://www.morphosource.org/concern/biological_specimens/000813419,Phase 2,No,not applicable,No,Redunca arundinum,not applicable,Redunca arundinum,Southern reedbuck,Redunca spp.,Reedbuck,Klasies River Mouth ,KRM,1 18,South Africa: Eastern Cape Province,-34.108103,24.390139,90000,BP,110000,BP,associated absolute dating,"AAR of layer and relation to layer underneath. lower bound is AAR estimate of published Layer 37 which is excavated Layer 18. Upper bound is the lower bound of Layer 19/38 underneath., LBS RBS, Middle Stone Age I. (Grine et al 2017; Bada & Deems 1975)",,MIS 5,Tooth | Molar | Partial lower left Lm1,Tooth,Molar,not applicable,not applicable,https://doi.org/10.1016/j.jhevol.2016.12.001; https://link.springer.com/article/10.1007/s41982-022-00110-2; https://doi.org/10.17159/sajs.2016/20160051; https://doi.org/10.1016/j.jhevol.2006.06.003; https://doi.org/10.2307/3887730; https://doi.org/10.1016/j.jhevol.2016.12.001,Eastern Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA001,CGG_1_024885,DK1 12 D6 p3,,SAMC:Archaeology:DK1-12-D6-p3:CGG_1_024885,https://www.gbif.org/occurrence/4947704544,https://www.morphosource.org/concern/biological_specimens/000809761,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,12,South Africa: Western Cape Province,-34.54617802,19.37630449,1875,BP,2104,BP,associated absolute dating,Uncalibrated radiocarbon (c14) age ± error of the specimen (UCIAMS-287373). (Schweitzer 1979),Holocene,MIS 1,Tooth | Premolar | Complete,Tooth,Premolar?,Root cementum,Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA002,CGG_1_024886,DK1 12 B4 M3,,SAMC:Archaeology:DK1-12-B4-M3:CGG_1_024886,https://www.gbif.org/occurrence/4947704612,https://www.morphosource.org/concern/biological_specimens/000809792,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,12,South Africa: Western Cape Province,-34.54617802,19.37630449,1875,BP,2104,BP,associated absolute dating,"Uncalibrated 14C of layer. lower estimate is with a 5,568 year half-life and upper estimate with a 5,730 year half life. Layer 12, Later Stone Age . (Schweitzer 1979)",Holocene,MIS 1,Tooth | Molar | Complete,Tooth,Molar,Root cementum,Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA003,CGG_1_024887,DK1 12 B8 ,,SAMC:Archaeology:DK1-12-B8-:CGG_1_024887,https://www.gbif.org/occurrence/4947704515,https://www.morphosource.org/concern/biological_specimens/000803447,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,12,South Africa: Western Cape Province,-34.54617802,19.37630449,1875,BP,2104,BP,associated absolute dating,"Uncalibrated 14C of layer. lower estimate is with a 5,568 year half-life and upper estimate with a 5,730 year half life. Layer 12, Later Stone Age . (Schweitzer 1979)",Holocene,MIS 1,Tooth | Premolars? | Teeth in partial mandible,Tooth,Premolars?,Root cementum (hollow roots),Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA004,CGG_1_024888,DK1 12 C7,,SAMC:Archaeology:DK1-12-C7:CGG_1_024888,https://www.gbif.org/occurrence/4947704444,https://www.morphosource.org/concern/biological_specimens/000813420,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,12,South Africa: Western Cape Province,-34.54617802,19.37630449,1875,BP,2104,BP,associated absolute dating,Uncalibrated radiocarbon (c14) age ± error of the specimen (UCIAMS-287376). (Schweitzer 1979),Holocene,MIS 1,Tooth | Incisor | Complete,Tooth,Incisor?,Root cementum,Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA005,CGG_1_024889,DK1 12 E4,,SAMC:Archaeology:DK1-12-E4:CGG_1_024889,https://www.gbif.org/occurrence/4947704410,https://www.morphosource.org/concern/biological_specimens/000812989,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,12,South Africa: Western Cape Province,-34.54617802,19.37630449,1875,BP,2104,BP,associated absolute dating,"Uncalibrated 14C of layer. lower estimate is with a 5,568 year half-life and upper estimate with a 5,730 year half life. Layer 12, Later Stone Age at DK1 = ~1.5-2 ka. (Schweitzer 1979)",Holocene,MIS 1,Tooth | Molar | Partial M2,Tooth,Molar,Root cementum,Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA006,CGG_1_024890,DK1 + F9,,SAMC:Archaeology:DK1-F9+:CGG_1_024890,https://www.gbif.org/occurrence/4947704560,https://www.morphosource.org/concern/biological_specimens/000812990,Phase 1,Yes,Yes,Yes,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Die Kelders Cave 1 ,DK1,LSA,South Africa: Western Cape Province,-34.54617802,19.37630449,1500,BP,2000,BP,associated absolute dating,"Uncalibrated 14C of layer. Later Stone Age layer according to J. T. Faith, which at DK1 = 1.5-2 ka. (Avery et al 1997; Schweitzer 1979)",Holocene,MIS 1,Tooth | Molar | Partial M2,Tooth,Molar,Root cementum,Dentine,https://doi.org/10.1006/jhev.1999.0355; https://doi.org/10.1016/0047-2484(91)90113-A; https://doi.org/10.1179/009346997792208131; https://doi.org/10.1038/241547a0; Schweitzer 1979,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA007,CGG_1_024891,CL3 BGM O16,,SAMC:Archaeology:CL3-BGM-O16:CGG_1_024891,https://www.gbif.org/occurrence/4947704496,https://www.morphosource.org/concern/biological_specimens/000813421,Phase 1,Yes,No,Yes,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Boomplaas Cave ,BPA,CL3,South Africa: Western Cape Province,-33.370556,22.158611,15119,BP,16846,BP,associated absolute dating,"Between CL1 and CL4. upper and lower 2sigma bounds of Members CL1 and CL4, Later Stone Age. (Faith 2013; Faith 2012a)",Pleistocene,MIS 2,Tooth | Premolar | Partial lower left dp4,Tooth,Premolar?,Crown cementum/dentine,Dentine,https://doi.org/10.1016/j.jhevol.2013.09.001; https://doi.org/10.1080/00438243.1979.9979735; https://doi.org/10.1111/j.1472-4642.2011.00841.x,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA008,CGG_1_024892,CL4 AF5 Q13,,SAMC:Archaeology:CL4-AF5-Q13:CGG_1_024892,https://www.gbif.org/occurrence/4947704404,https://www.morphosource.org/concern/biological_specimens/000813422,Phase 1,Yes,No,Yes,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Boomplaas Cave ,BPA,CL4,South Africa: Western Cape Province,-33.370556,22.158611,16846,BP,17881,BP,associated absolute dating,"Calibrated 14C of layer. 2sigma range, Member CL4, Later Stone Age. (Faith 2013; Faith 2012a)",Pleistocene,MIS 2,Tooth | Molar? | Partial,Tooth,Molar?,Root material,Dentine,https://doi.org/10.1016/j.jhevol.2013.09.001; https://doi.org/10.1080/00438243.1979.9979735; https://doi.org/10.1111/j.1472-4642.2011.00841.x,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA009,CGG_1_024893,CL3 BGMou N16 4.4532,,SAMC:Archaeology:CL3-BGMou-N16-4.4532:CGG_1_024893,https://www.gbif.org/occurrence/4947704451,https://www.morphosource.org/concern/biological_specimens/000812991,Phase 1,Yes,No,Yes,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Boomplaas Cave ,BPA,CL3,South Africa: Western Cape Province,-33.370556,22.158611,15119,BP,16846,BP,associated absolute dating,"Between CL1 and CL4. upper and lower 2sigma bounds of Members CL1 and CL4, Later Stone Age. (Faith 2013; Faith 2012a)",Pleistocene,MIS 2,Bone | Radius | Fragment,Bone,Radius,Bone (radius fragment) outer layer,Bone,https://doi.org/10.1016/j.jhevol.2013.09.001; https://doi.org/10.1080/00438243.1979.9979735; https://doi.org/10.1111/j.1472-4642.2011.00841.x,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),16929,3348,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA010,CGG_1_025958,GSL-D3-2,102,SAMC:Archaeology:GSL-D3-2:CGG_1_025958,https://www.gbif.org/occurrence/4947704362,https://www.morphosource.org/concern/biological_specimens/000813423,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,GSL,South Africa: Western Cape Province,-34.101111,23.375556,14125,BP,14810,BP,associated absolute dating,Calibrated 14C of layer. 2sigma range of Layer GSL. (Loftus et al 2016),,MIS 2,Tooth | Premolar | Upper left LP4,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA011,CGG_1_025959,GSL-6,102,SAMC:Archaeology:GSL-6:CGG_1_025959,https://www.gbif.org/occurrence/4947704468,https://www.morphosource.org/concern/biological_specimens/000813424,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,GSL,South Africa: Western Cape Province,-34.101111,23.375556,14125,BP,14810,BP,associated absolute dating,Calibrated 14C of layer. 2sigma range of Layer GSL. (Loftus et al 2016),,MIS 2,Tooth | Premolars | Partial mandible with Lp3-p4,Tooth,Premolars,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA012,CGG_1_025960,J-A4-6,102,SAMC:Archaeology:J-A4-6:CGG_1_025960,https://www.gbif.org/occurrence/4947704614,https://www.morphosource.org/concern/biological_specimens/000813425,Phase 2,Yes,Yes,No,Syncerus caffer caffer,Syncerus caffer caffer,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,J,South Africa: Western Cape Province,-34.101111,23.375556,9500,BP,11400,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer J aka Jake. (Loftus et al 2016),Holocene,MIS 1,Tooth | Premolar | Lower left Lp4,Tooth,Premolar,Cementum,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA013,CGG_1_025961,CS-47,102,SAMC:Archaeology:CS-47:CGG_1_025961,https://www.gbif.org/occurrence/4947704360,https://www.morphosource.org/concern/biological_specimens/000813426,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,CS,South Africa: Western Cape Province,-34.101111,23.375556,11700,BP,12200,BP,associated absolute dating,Calibrated and modeled 14C of layer. 2sigma range of modeled date of Layer CS. (Loftus et al 2016),,MIS 2,Tooth | Premolar | Partial lower left Lp3,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA014,CGG_1_025962,GBSL-A8-9,102,SAMC:Archaeology:GBSL-A8-9:CGG_1_025962,https://www.gbif.org/occurrence/4947704464,https://www.morphosource.org/concern/biological_specimens/000813427,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,GBSL,South Africa: Western Cape Province,-34.101111,23.375556,14125,BP,14810,BP,associated absolute dating,"Calibrated 14C of layer. 2sigma range of Layer GSL; assumed that GBSL = GSL, as GSL = ""Grey-brown shelly loam"" according to Deacon 1984. (Loftus et al 2016; Deacon 1984)",,MIS 2,Tooth | Premolar | Partial upper right RP2,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
ScA015,CGG_1_025963,GSL-A4-4,102,SAMC:Archaeology:GSL-A4-4:CGG_1_025963,https://www.gbif.org/occurrence/4947704595,https://www.morphosource.org/concern/biological_specimens/000813428,Phase 2,No,not applicable,No,Syncerus caffer caffer,not applicable,Syncerus caffer caffer,Cape buffalo,Syncerus caffer caffer,Cape buffalo,Nelson Bay Cave ,NBC,GSL,South Africa: Western Cape Province,-34.101111,23.375556,14125,BP,14810,BP,associated absolute dating,Calibrated 14C of layer. 2sigma range of Layer GSL. (Loftus et al 2016),,MIS 2,Tooth | Premolar | Partial left maxilla with LP4,Tooth,Premolar,not applicable,not applicable,https://doi.org/10.1016/j.quascirev.2019.105974; https://doi.org/10.1016/0033-5894(72)90034-8; https://doi.org/10.1017/RDC.2016.12,Western Cape,South Africa,Iziko Museums of South Africa,21081119SB0813E,Heritage Western Cape (HWC),20048,3884,South African Heritage Resources Agency (SAHRA),PalaeoBovids,Palaeogenomes of a lost world: Ancient bovids of the submerged Palaeo-Agulhas Plain of southern Africa,101026951,H2020-MSCA-IF-2020,
